PosScore,NegScore,SynsetTerms
0.00,0.00,liturgy
0.00,0.00,liv fifty-four 54
0.20,0.00,live
0.00,0.00,live0 hot0
0.50,0.00,live1 alive
0.13,0.00,live alive
0.00,0.00,live be1
0.00,0.00,live know experience
0.00,0.00,live_axle driving_axle
0.00,0.00,live_birth
0.00,0.00,live_body
0.00,0.13,live_it_up
0.00,0.00,live_oak
0.00,0.00,live_out
0.00,0.13,live_steam
0.63,0.00,liveable livable
0.38,0.13,liveborn
0.00,0.00,liveborn_infant
0.00,0.75,livedo
0.00,0.00,liveliness animation
0.00,0.13,livelong
0.25,0.00,lively
0.13,0.00,liven_up liven invigorate enliven animate
0.00,0.00,liveness animateness aliveness
0.00,0.00,liver
0.00,0.63,liver_cancer cancer_of_the_liver
0.00,0.00,liver_chestnut
0.38,0.25,liver_disease
0.00,0.00,liver_fluke fasciola_hepatica
0.00,0.13,liver_spot
0.00,0.00,liver-colored liver
0.00,0.50,liveried
0.00,0.75,liverish dyspeptic bilious atrabilious
0.00,0.00,liverleaf hepatica
0.00,0.00,liverpool
0.00,0.00,liverpudlian
0.00,0.25,liver-spotted_dalmatian
0.00,0.00,liverwort hepatic
0.00,0.00,liverwurst liver_sausage liver_pudding
0.00,0.00,livery
0.00,0.75,livery liverish bilious
0.00,0.00,livery legal_transfer delivery
0.00,0.13,livery_company
0.00,0.00,livery_stable
0.00,0.00,liveryman
0.19,0.00,livid
0.00,0.38,livid black-and-blue
0.00,0.00,lividity
0.25,0.00,lividly
0.21,0.07,living
0.00,0.00,living life
0.00,0.00,living life animation aliveness
0.00,0.00,living_arrangement
0.13,0.13,living_death
0.00,0.00,living_rock ariocarpus_fissuratus
0.00,0.00,living_space lebensraum
0.00,0.00,living_thing animate_thing
0.00,0.00,living_trust inter_vivos_trust
0.00,0.13,living_wage
0.00,0.50,living_will
0.00,0.00,livingroom_suite livingroom_set
0.00,0.00,livingstone david_livingstone
0.00,0.00,livingstone_daisy dorotheanthus_bellidiformis
0.00,0.00,livistona genus_livistona
0.13,0.00,livistona_australis cabbage_tree cabbage_palm
0.00,0.00,livonia
0.00,0.00,livonian
0.00,0.00,livonian-speaking
0.00,0.00,lizard
0.00,0.00,lizard_orchid himantoglossum_hircinum
0.00,0.00,ljubljana
0.00,0.13,llama
0.00,0.00,llano
0.00,0.00,llano_estacado
0.00,0.00,llb bachelor_of_laws
0.00,0.13,lld doctor_of_laws
0.00,0.00,llew_llaw_gyffes
0.00,0.00,lloyd harold_lloyd harold_clayton_lloyd
0.00,0.00,lloyd_webber baron_lloyd_webber_of_sydmonton andrew_lloyd_webber
0.00,0.00,llud
0.00,0.00,llullaillaco
0.00,0.00,llyr
0.00,0.00,lo/ovral
0.00,0.00,loach
0.00,0.00,load charge6
0.00,0.05,load
0.00,0.00,load_factor
0.00,0.00,load_up load laden lade
0.00,0.38,loaded ladened laden
0.13,0.00,loaded
0.00,0.00,loaded_down heavy-laden burdened
0.00,0.00,loader
0.00,0.00,loading load burden
0.00,0.00,loading load
0.00,0.07,loading
0.00,0.00,loading_dock dock
0.00,0.00,loading_zone loading_area
0.00,0.00,load-shedding
0.00,0.00,loaf
0.00,0.00,loaf_of_bread loaf
0.00,0.00,loafer layabout idler do-nothing bum
0.00,0.00,loafer
0.00,0.00,loafing idling idleness
0.00,0.00,loam
0.00,0.00,loamless
0.00,0.00,loamy
0.00,0.00,loan
0.00,0.00,loan lend
0.00,0.00,loan_application
0.00,0.00,loan_approval
0.00,0.00,loan_collection
0.00,0.00,loan_office
0.00,0.00,loan_translation calque_formation calque
0.00,0.00,loanblend loan-blend hybrid
0.00,0.00,loaner lender
0.00,0.00,loaner
0.00,0.00,loaning lending
0.00,0.00,loanword loan
0.00,0.00,loasa
0.00,0.00,loasaceae loasa_family family_loasaceae
0.00,0.25,loathe execrate abominate abhor
0.00,0.38,loather abominator
0.04,0.00,lob
0.00,0.00,lobar
0.38,0.00,lobar_pneumonia
0.00,0.00,lobate_foot
0.13,0.13,lobated lobate
0.00,0.00,lobby buttonhole
0.00,0.13,lobby
0.38,0.00,lobbying_expense
0.00,0.13,lobbyism
0.00,0.13,lobbyist
0.00,0.00,lobe
0.25,0.00,lobe_of_the_lung
0.00,0.00,lobectomy
0.25,0.38,lobed lobate
0.25,0.00,lobed_leaf
0.00,0.00,lobed_spleenwort asplenium_pinnatifidum
0.00,0.00,lobefin lobe-finned_fish crossopterygian
0.00,0.00,lobelia
0.13,0.00,lobelia_cardinalis indian_pink cardinal_flower
0.00,0.00,lobelia_inflata indian_tobacco bladderpod
0.00,0.00,lobelia_siphilitica great_lobelia blue_cardinal_flower
0.00,0.13,lobeliaceae lobelia_family family_lobeliaceae
0.00,0.00,lobeliaceous
0.00,0.00,lobipes genus_lobipes
0.00,0.00,lobito
0.00,0.00,loblolly
0.00,0.00,lobotes genus_lobotes
0.00,0.00,lobotes_surinamensis atlantic_tripletail
0.00,0.00,lobotidae family_lobotidae
0.00,0.00,lobster
0.00,0.50,lobster_butter
0.00,0.00,lobster_newburg lobster_a_la_newburg
0.00,0.00,lobster_pot
0.00,0.00,lobster_stew
0.00,0.00,lobster_tail
0.00,0.00,lobster_tart
0.00,0.00,lobster_thermidor
0.00,0.00,lobsterman
0.00,0.00,lobular
0.00,0.00,lobularia genus_lobularia
0.00,0.00,lobularity
0.00,0.00,lobule
0.00,0.00,local
0.00,0.00,local_anesthesia local_anaesthesia
0.00,0.00,local_area_network lan
0.00,0.00,local_authority
0.00,0.00,local_call
0.00,0.00,local_department department_of_local_government
0.00,0.00,local_government
0.00,0.00,local_option
0.00,0.00,local_oscillator heterodyne_oscillator
0.00,0.00,local_street local_road
0.00,0.00,localism
0.00,0.00,localization_principle localization_of_function localization localisation_principle localisation_of_function localisation
0.00,0.00,localize localise focalize focalise
0.00,0.00,localize localise
0.00,0.00,localized localised
0.00,0.00,locally
0.00,0.00,location
0.00,0.00,location locating localization localisation fix
0.00,0.00,locative_role locative
0.00,0.00,locator locater
0.00,0.00,loch
0.00,0.00,loch_achray
0.00,0.00,loch_linnhe
0.00,0.00,loch_ness
0.13,0.00,lochaber_ax
0.00,0.00,lochia
0.00,0.05,lock
0.00,0.00,lock interlock interlace
0.00,0.13,lock ignition_lock
0.00,0.00,lock interlock
0.00,0.00,lock_chamber lock
0.00,0.00,lock_out
0.13,0.00,lock_up
0.00,0.00,lockage
0.00,0.00,lockdown
0.00,0.00,locke john_locke
0.00,0.00,locker
0.00,0.00,locker footlocker
0.00,0.00,locker_room
0.00,0.00,locker-room
0.00,0.00,locket
0.25,0.00,lock-gate
0.00,0.00,locking_pliers
0.00,0.00,lockmaster lockman lockkeeper
0.00,0.00,lockout
0.00,0.00,lockring lock_washer lock_ring
0.00,0.00,locksmith
0.19,0.07,lockstep
0.00,0.00,lockstitch
0.13,0.00,lockup
0.00,0.00,lockup locking
0.00,0.00,lock-up_option
0.00,0.63,locoism loco_disease
0.00,0.00,locomotor locomotive
0.00,0.13,locoweed crazyweed crazy_weed
0.00,0.00,loculus locule
0.00,0.00,locum_tenens locum
0.00,0.00,locus
0.00,0.00,locus_classicus
0.00,0.00,locus_of_infection
0.00,0.00,locust
0.00,0.00,locust_pod locust_bean carob_bean carob algarroba_bean algarroba
0.00,0.13,locust_tree locust
0.00,0.00,locusta genus_locusta
0.00,0.00,locustidae family_locustidae family_acrididae acrididae
0.13,0.00,lode load
0.00,0.00,lodestar loadstar
0.00,0.00,lodestone loadstone
0.00,0.00,lodge
0.00,0.00,lodge file charge
0.00,0.00,lodge accommodate
0.00,0.00,lodge hunting_lodge
0.00,0.00,lodge indian_lodge
0.00,0.00,lodge inn hostelry hostel auberge
0.00,0.00,lodging living_accommodations housing
0.00,0.00,lodging
0.00,0.00,lodgment lodgement
0.13,0.13,lodgment lodging lodgement
0.00,0.25,lodine etodolac
0.00,0.00,lodz
0.00,0.00,loeb jacques_loeb
0.00,0.13,loess
0.00,0.00,loestrin
0.00,0.00,loewe frederick_loewe
0.00,0.00,lofortyx genus_lofortyx
0.00,0.00,lofortyx_californicus california_quail
0.00,0.00,lofoten
0.00,0.00,loft
0.00,0.00,loft garret attic
0.13,0.00,loftily
0.38,0.00,loftiness highness
0.00,0.00,log
0.00,0.00,log_cabin
0.00,0.00,log_line
0.00,0.00,log_on log_in log-in
0.00,0.00,log_out log_off
0.00,0.00,log_up clock_up
0.00,0.00,logagraphia anorthography agraphia
0.00,0.00,loganberry
0.00,0.00,logania genus_logania
0.00,0.00,loganiaceae family_loganiaceae
0.00,0.00,logarithm log
0.00,0.00,logarithmic
0.00,0.00,logarithmic_scale
0.25,0.00,logarithmically
0.00,0.00,logbook
0.00,0.00,loge
0.00,0.00,loge box
0.00,0.00,loggerhead_shrike lanius_lucovicianus
0.00,0.00,loggerhead_turtle loggerhead caretta_caretta
0.00,0.00,loggia
0.00,0.00,logging
0.19,0.00,logic
0.00,0.00,logic_element
0.00,0.00,logic_gate gate
0.00,0.00,logic_programming logic_programing
0.63,0.00,logical
0.00,0.00,logical legitimate
0.13,0.00,logical_argument line_of_reasoning line argumentation argument
0.00,0.00,logical_diagram logic_diagram
0.63,0.00,logical_fallacy
0.00,0.00,logical_implication implication conditional_relation
0.00,0.00,logical_operation logic_operation
0.00,0.00,logical_positivist
0.25,0.00,logical_proof
0.00,0.00,logical_relation
0.00,0.00,logical_topology
0.07,0.00,logically
0.75,0.00,logicalness logicality
0.00,0.00,logicism
0.13,0.00,loginess logginess
0.00,0.38,logion
0.00,0.00,logistic_assessment
0.00,0.00,logistic_support logistic_assistance
0.00,0.00,logistical logistic
0.00,0.00,logistician logician
0.00,0.00,logistics
0.07,0.07,logjam
0.00,0.00,logogrammatically
0.00,0.00,logograph logogram
0.00,0.00,logographic logogrammatic
0.00,0.00,logomachist logomach
0.00,0.00,logomachy
0.00,0.50,logorrhea logomania
0.00,0.00,logotype logo
0.00,0.00,logroll
0.00,0.00,logrolling
0.00,0.00,logrolling birling
0.00,0.00,logrono
0.00,0.00,logwood
0.00,0.00,logwood_tree logwood haematoxylum_campechianum campeachy bloodwood_tree
0.38,0.00,lohan arhat arhant
0.00,0.00,loin
0.00,0.00,loin_of_lamb
0.00,0.00,loincloth breechclout breechcloth
0.00,0.00,loins
0.00,0.00,loir glis_glis
0.00,0.00,loire_river loire
0.00,0.00,loire_valley
0.00,0.00,loiseleuria genus_loiseleuria
0.00,0.00,loiterer lingerer
0.00,0.25,loki
0.00,0.00,loligo
0.00,0.00,lolita
0.00,0.00,lolium genus_lolium
0.00,0.00,lolium_multiflorum italian_ryegrass italian_rye
0.00,0.00,loll droop
0.00,0.00,lollipop_woman lollipop_lady
0.00,0.00,lollop
0.00,0.00,lolo-burmese burmese-yi
0.00,0.00,loloish
0.00,0.00,lomariopsidaceae family_lomariopsidaceae
0.25,0.00,lomatia
0.00,0.00,lombard langobard
0.00,0.00,lombard_street
0.00,0.00,lombardy lombardia
0.00,0.00,lome capital_of_togo
0.00,0.00,loment
0.00,0.00,lomogramma genus_lomogramma
0.00,0.00,lomotil
0.13,0.00,lomustine
0.00,0.00,lonas genus_lonas
0.00,0.00,lonchocarpus genus_lonchocarpus
0.00,0.00,london greater_london capital_of_the_united_kingdom british_capital
0.00,0.00,london john_griffith_chaney jack_london
0.13,0.00,londoner
0.00,0.63,loneliness forlornness desolation
0.00,0.00,loner lone_wolf lone_hand
0.25,0.50,lonesome lonely
0.04,0.11,long
0.00,0.00,long_beach
0.00,0.00,long_chain long-chain_molecule
0.00,0.00,long_division
0.00,0.13,long_fly
0.00,0.00,long_haul
0.00,0.00,long_hundred great_hundred 120
0.00,0.00,long_hundredweight hundredweight cwt
0.00,0.00,long_iron
0.00,0.00,long_island
0.00,0.00,long_island_sound
0.13,0.13,long_johns
0.00,0.00,long_jump broad_jump
0.00,0.00,long_measure
0.00,0.00,long_pepper jalapeno chilli_pepper chili_pepper cayenne_pepper cayenne capsicum_annuum_longum
0.00,0.00,long_pillow bolster
0.00,0.00,long_plane jointing_plane jointer_plane jointer
0.00,0.13,long_run long_haul
0.00,0.00,long_saphenous_vein great_saphenous_vein
0.07,0.13,long_shot
0.00,0.00,long_since long_ago lang_syne
0.00,0.00,long_sleeve
0.00,0.00,long_suit
0.00,0.00,long_tom
0.00,0.00,long_trousers long_pants
0.00,0.00,long_wave
0.00,0.00,long-acting
0.00,0.00,long-ago
0.00,0.00,longanberry dragon's_eye
0.25,0.00,longanimous forbearing
0.00,0.00,long-armed
0.00,0.00,longbeard long-beard greybeard bellarmine
0.00,0.00,long-billed_marsh_wren cistothorus_palustris
0.00,0.00,longboat
0.00,0.00,long-bodied
0.00,0.00,longbow
0.00,0.00,longbowman
0.00,0.00,long-branched
0.00,0.00,longcase_clock grandfather_clock
0.00,0.00,long-chain
0.25,0.00,long-dated
0.00,0.00,long-distance
0.00,0.00,long-eared_bat
0.00,0.00,long-eared_owl asio_otus
0.00,0.00,longer
0.00,0.00,longest
0.13,0.00,longevity length_of_service
0.50,0.00,long-faced
0.00,0.00,longfellow henry_wadsworth_longfellow
0.00,0.13,longfin_mako isurus_paucus
0.00,0.00,long-haired
0.00,0.00,longhand
0.00,0.00,long-handled_spade ditch_spade
0.00,0.00,long-headed
0.00,0.00,longheaded_thimbleweed anemone_riparia
0.00,0.00,longicorn_beetle longicorn long-horned_beetle
0.00,0.00,longish
0.00,0.00,longitude
0.00,0.00,longitudinal
0.13,0.00,longitudinally
0.00,0.00,long-jawed
0.25,0.00,long-life
0.00,0.00,long-lived long-lasting lasting durable
0.00,0.00,longness
0.00,0.00,long-playing long-play
0.19,0.00,long-range
0.13,0.00,long-shanked long-legged leggy
0.00,0.00,longshot
0.50,0.00,longsighted keen-sighted farseeing eagle-eyed
0.13,0.00,longsightedness hyperopia hypermetropy hypermetropia farsightedness
0.50,0.00,long-snouted
0.50,0.00,long-spurred
0.00,0.00,longstanding
0.00,0.00,long-staple
0.00,0.00,long-staple_cotton
0.00,0.63,long-suffering enduring
0.00,0.75,long-suffering long-sufferance
0.00,0.00,longtime
0.00,0.00,longueur
0.00,0.00,longways_dance longways
0.00,0.00,long-wearing durable
0.00,0.00,longwise longways longitudinally lengthwise lengthways
0.00,0.00,longwool
0.00,0.00,long-wooled long-wool
0.00,0.00,lonicera genus_lonicera
0.00,0.00,lonicera_canadensis fly_honeysuckle american_fly_honeysuckle
0.00,0.00,lonicera_caprifolium italian_woodbine italian_honeysuckle
0.00,0.00,lonicera_hirsuta hairy_honeysuckle
0.00,0.00,lonicera_japonica japanese_honeysuckle
0.00,0.00,lonicera_japonica_halliana hall's_honeysuckle
0.00,0.00,lonicera_xylosteum european_honeysuckle european_fly_honeysuckle
0.08,0.08,look
0.00,0.00,look facial_expression face expression aspect
0.00,0.00,look front face
0.50,0.00,look_after
0.00,0.00,look_around
0.00,0.00,look_away
0.00,0.00,look_backward look_back
0.00,0.00,look_down_on
0.00,0.38,look_forward
0.00,0.00,look_into investigate
0.13,0.50,look_like
0.00,0.25,look_out
0.00,0.00,look_to
0.00,0.38,look_to look_for anticipate
0.63,0.13,look_up_to admire
0.00,0.00,look-alike
0.00,0.00,look-alike image double
0.13,0.00,looking_at looking look
0.00,0.00,looking_for looking
0.00,0.00,looking_glass glass
0.00,0.00,looking_glass_tree heritiera_macrophylla
0.00,0.00,looking-glass_plant heritiera_littoralis
0.00,0.00,loom
0.00,0.25,loom hover bulk_large brood
0.13,0.25,loon
0.00,0.00,loon diver
0.00,0.25,loon birdbrain addlehead addle-head
0.00,0.00,loonie canadian_dollar
0.00,0.00,loop
0.00,0.00,loop grummet grommet eyelet cringle
0.00,0.00,loop intertwine
0.00,0.00,loop iteration
0.00,0.00,loop curl coil
0.00,0.00,loop closed_circuit
0.00,0.00,loop_gain
0.00,0.00,loop_knot
0.00,0.00,loop_topology loop
0.00,0.00,loophole
0.00,0.00,looping iteration
0.00,0.38,looping_ill
0.00,0.00,loop-line
0.00,0.00,loop-the-loop loop0
0.00,0.38,loopy
0.00,0.00,loos adolf_loos
0.00,0.17,loose
0.00,0.00,loose free
0.00,0.38,loose0 idle
0.00,0.75,loose1
0.00,0.00,loose informal
0.00,0.00,loose liberal free
0.00,0.38,loose lax
0.00,0.00,loose_cannon
0.00,0.00,loose_off let_fly let_drive
0.00,0.00,loose_sentence
0.07,0.13,loose_smut
0.38,0.00,loose-jointed
0.00,0.38,loose-jowled jowly double-chinned
0.25,0.00,looseleaf
0.00,0.25,loose-leaf_lettuce leaf_lettuce
0.13,0.00,loosely
0.00,0.38,loosely generally broadly_speaking broadly
0.00,0.00,loosely_knit
0.00,0.00,loosen loose
0.00,0.00,loosen
0.38,0.17,looseness
0.00,0.00,looseness_of_the_bowels looseness diarrhoea diarrhea
0.00,0.00,loosening laxation
0.00,0.00,loosestrife
0.00,0.00,lop_off cut_off chop_off
0.13,0.00,lope
0.00,0.00,lope canter
0.00,0.00,lop-eared
0.00,0.00,lophiidae family_lophiidae
0.00,0.00,lophius genus_lophius
0.00,0.00,lophodytes genus_lophodytes
0.00,0.00,lophodytes_cucullatus hooded_sheldrake hooded_merganser
0.00,0.00,lopholatilus genus_lopholatilus
0.00,0.00,lophophora genus_lophophora
0.00,0.00,lophophorus genus_lophophorus
0.00,0.00,lophosoria genus_lophosoria
0.00,0.00,lophosoriaceae family_lophosoriaceae
0.00,0.13,lopid gemfibrozil
0.00,0.00,lopsided
0.13,0.00,lopsidedly crookedly
0.00,0.00,loquat japanese_plum
0.00,0.00,loquat_tree loquat japanese_plum japanese_medlar eriobotrya_japonica
0.00,0.00,loranthus genus_loranthus
0.00,0.38,lorazepam ativan
0.00,0.00,lorca garcia_lorca frederico_garcia_lorca
0.00,0.00,lorchel
0.00,0.00,lord
0.00,0.00,lord_britten_of_aldeburgh edward_benjamin_britten britten benjamin_britten
0.00,0.00,lord_high_chancellor lord_chancellor
0.00,0.00,lord_of_misrule
0.00,0.00,lord_privy_seal
0.38,0.00,lordliness gravitas dignity
0.50,0.38,lordliness high-handedness hauteur haughtiness arrogance
0.00,0.25,lordly grand august
0.50,0.00,lordolatry
0.00,0.38,lordosis hollow-back
0.00,0.00,lord's_prayer
0.00,0.00,lord's_resistance_army
0.00,0.00,lords_spiritual first_estate
0.00,0.00,lord's_supper last_supper
0.00,0.00,lord's_table communion_table altar
0.00,0.00,lords-and-ladies jack-in-the-pulpit cuckoopint arum_maculatum
0.00,0.07,lordship
0.00,0.13,lorelei
0.00,0.00,lorentz hendrik_antoon_lorentz
0.00,0.00,lorentz_force
0.50,0.00,lorenz konrad_zacharias_lorenz konrad_lorenz
0.00,0.00,lorenz_milton_hart lorenz_hart hart
0.00,0.00,lorenzo_dressing
0.00,0.00,lorenzo_ganganelli clement_xiv
0.00,0.00,lorenzo_the_magnificent lorenzo_de'medici
0.00,0.00,lorfan levallorphan
0.13,0.00,lorgnette
0.00,0.13,lorica
0.00,0.00,lorikeet
0.00,0.00,lorisidae family_lorisidae
0.00,0.00,lorraine_cross cross_of_lorraine
0.00,0.00,lorry
0.00,0.00,lorry camion
0.00,0.00,lory
0.00,0.00,los_alamos
0.00,0.00,los_angeles city_of_the_angels
0.00,0.29,lose
0.13,0.00,lose_sight_of
0.00,0.00,lose_track
0.00,0.38,loser also-ran
0.00,0.38,loser
0.00,0.00,losing_streak
0.00,0.06,loss
0.00,0.75,loss deprivation
0.00,0.00,loss_leader leader drawing_card
0.00,0.00,loss_of_consciousness
0.00,0.00,loss_ratio
0.00,0.00,losses losings
0.00,0.63,lossless
0.00,0.38,lossy
0.00,0.63,lost
0.00,0.00,lost doomed
0.00,0.00,lost disoriented confused
0.00,0.88,lost helpless
0.00,0.13,lost_cause
0.00,0.00,lost_tribes
0.00,0.00,lost-and-found
0.00,0.17,lot
0.00,0.00,lot draw
0.00,0.00,lot caboodle bunch
0.00,0.00,lota
0.00,0.00,lota genus_lota
0.00,0.00,lota_lota ling eelpout cusk burbot
0.00,0.00,lotario_di_segni innocent_iii
0.00,0.00,loth loath indisposed averse antipathetical antipathetic
0.25,0.00,lothario
0.00,0.00,lothian_region
0.00,0.00,lothringen lorraine
0.00,0.00,loti
0.00,0.00,lotic
0.00,0.00,lotion
0.00,0.00,lotion application
0.00,0.00,lot's_wife
0.00,0.00,lottery
0.00,0.00,lottery drawing
0.00,0.00,lotto keno bingo beano
0.00,0.00,lotus genus_lotus
0.00,0.00,lotus_berthelotii coral_gem
0.00,0.00,lotus_corniculatus bird's_foot_trefoil bird's_foot_clover bacon_and_eggs babies'_slippers
0.00,0.00,lotus_position
0.63,0.25,lotusland lotus_land
0.00,0.00,lou_gehrig henry_louis_gehrig gehrig
0.00,0.00,lou_gehrig's_disease amyotrophic_lateral_sclerosis als
0.38,0.13,loud
0.00,0.00,loud forte
0.00,0.00,loud_hailer loud-hailer bullhorn
0.00,0.00,louden
0.00,0.00,loudly loud aloud
0.00,0.00,loudly forte
0.00,0.00,loudmouth blusterer
0.00,0.50,loud-mouthed
0.00,0.00,loud-voiced
0.00,0.00,lough
0.00,0.00,louis joseph_louis_barrow joe_louis
0.00,0.00,louis_agassiz jean_louis_rodolphe_agassiz agassiz
0.00,0.00,louis_antoine_de_bougainville bougainville
0.00,0.00,louis_aragon aragon
0.00,0.00,louis_bleriot bleriot
0.00,0.00,louis_braille braille
0.00,0.00,louis_d'or
0.00,0.25,louis_harold_gray gray
0.00,0.00,louis_iii
0.00,0.00,louis_isadore_kahn kahn
0.00,0.00,louis_iv louis_d'outremer
0.00,0.00,louis_jacques_mande_daguerre daguerre
0.00,0.00,louis_jolliet louis_joliet jolliet joliet
0.00,0.00,louis_seymour_bazett_leakey louis_leakey leakey
0.00,0.00,louis_stanton_auchincloss louis_auchincloss auchincloss
0.00,0.00,louis_the_pious louis_i
0.00,0.00,louis_the_stammerer louis_the_german louis_le_begue louis_ii
0.00,0.00,louis_v louis_le_faineant
0.00,0.00,louis_vi louis_the_wideawake louis_the_far louis_the_bruiser
0.00,0.00,louis_victor_de_broglie de_broglie broglie
0.00,0.00,louis_vii
0.00,0.00,louis_viii
0.00,0.00,louis_x louis_the_quarreller louis_le_hutin
0.00,0.00,louis_xi
0.00,0.00,louis_xii
0.00,0.00,louis_xiii
0.00,0.00,louis_xv
0.00,0.00,louis_xvi
0.00,0.00,louisa_may_alcott alcott
0.00,0.00,louis-hector_berlioz hector_berlioz berlioz
0.00,0.00,louisiana_purchase
0.00,0.00,louisianian louisianan
0.00,0.00,louisville
0.00,0.00,lounge
0.00,0.00,lounge_car club_car
0.00,0.00,lounge_lizard lizard
0.00,0.38,lounger
0.00,0.38,loungewear
0.00,0.13,lounging_pyjama lounging_pajama
0.00,0.00,loupe jeweler's_loupe
0.00,0.00,louse biting_louse bird_louse
0.00,0.00,louse_fly hippoboscid
0.00,0.63,lousy
0.00,0.75,lousy filthy dirty
0.00,0.50,louvered
0.00,0.00,louvered_window jalousie
0.00,0.00,louvre louver fin
0.00,0.00,louvre_museum louvre
0.00,0.00,lovage levisticum_officinale
0.00,0.00,lovage
0.44,0.00,love
1.00,0.00,love enjoy
0.13,0.00,love honey dearest dear beloved
0.00,0.00,love_bite hickey
0.00,0.00,love_feast
0.00,0.00,love_feast agape
0.00,0.00,love_grass bay_grass
0.25,0.00,love_letter billet_doux
0.25,0.00,love_lyric
0.13,0.13,love_match
0.13,0.00,love_song love-song
0.00,0.00,love_tree judas_tree circis_siliquastrum
0.00,0.00,love_vine cuscuta_gronovii
0.63,0.00,loveable lovable
0.13,0.00,lovebird
0.50,0.00,loved
0.00,0.00,loved_one
0.00,0.19,loveless
0.88,0.00,loveliness fairness comeliness beauteousness
0.63,0.00,lovely
0.50,0.00,lovely endearing adorable
0.19,0.13,lover
0.00,0.00,lover fan devotee buff
0.50,0.00,loverly loverlike
0.50,0.50,lovesick
0.13,0.13,lovesickness
0.50,0.00,love-token
0.75,0.00,loving
0.00,0.00,loving_cup
0.00,0.00,loving_cup cup
0.63,0.00,loving-kindness
0.13,0.00,lovingly fondly
0.50,0.50,lovingness caring
0.00,0.00,lovoa genus_lovoa
0.00,0.00,lovoa_klaineana african_walnut
0.00,0.10,low
0.00,0.00,low depression
0.00,0.50,low depleted
0.00,0.38,low humiliated humbled crushed broken
0.00,0.00,low_beam
0.00,0.25,low_blow
0.00,0.00,low_brass
0.38,0.25,low_comedy
0.00,0.00,low_countries
0.00,0.38,low_explosive
0.00,0.00,low_frequency lf
0.00,0.00,low_gallberry_holly
0.00,0.00,low_gear low first_gear first
0.00,0.00,low_latin
0.00,0.00,low_mass
0.00,0.00,low_pitch low_frequency
0.00,0.00,low_profile
0.22,0.78,low_quality inferiority
0.00,0.00,low_relief basso_rilievo basso_relievo bas_relief
0.00,0.13,low_spirits
0.00,0.00,low_st_andrew's_cross hypericum_hypericoides
0.00,0.00,low_sunday
0.00,0.13,low_temperature frigidness frigidity coldness cold
0.00,0.25,low_water low_tide
0.00,0.13,low-backed
0.00,0.00,low-beam
0.00,0.13,low-birth-weight_infant low-birth-weight_baby
0.00,0.00,lowborn
0.00,0.00,lowboy
0.38,0.00,low-budget
0.00,0.00,low-cal lite light3 calorie-free
0.00,0.50,low-calorie_diet
0.00,0.50,low-ceilinged
0.00,0.00,low-cut
0.00,0.25,low-density
0.00,0.00,low-density_lipoprotein ldl beta-lipoprotein
0.13,0.13,low-down funky
0.38,0.00,lowell amy_lowell
0.00,0.00,lowell abbott_lawrence_lowell
0.00,0.00,lower lour
0.00,0.00,lower depress
0.00,0.50,lower lour glower frown
0.00,0.13,lower_berth lower
0.00,0.00,lower_bound
0.00,0.00,lower_california baja_california
0.13,0.00,lower_court inferior_court
0.00,0.00,lower_criticism
0.00,0.00,lower_egypt
0.00,0.00,lower_limit
0.00,0.00,lower_mantle
0.00,0.00,lower_paleolithic
0.00,0.00,lower_peninsula
0.00,0.25,lower_respiratory_infection
0.00,0.00,lower_respiratory_tract
0.00,0.00,lower_saxony
0.13,0.50,lower_status lower_rank inferiority
0.00,0.00,lowercase
0.00,0.00,lower-class low-class
0.00,0.13,lowered
0.00,0.25,lowering
0.00,0.13,lowering letting_down
0.00,0.00,loweringly
0.00,0.00,lower-middle-class
0.00,0.00,lower-normandy basse-normandie
0.00,0.00,lowest
0.38,0.50,lowest last-place last
0.00,0.00,lowest_common_multiple least_common_multiple lcm
0.25,0.00,low-fat_diet
0.00,0.00,low-fat_milk
0.22,0.78,low-grade
0.00,0.00,low-growing ground-hugging flat-growing
0.25,0.50,low-interest
0.00,0.32,lowland
0.00,0.00,lowland_white_fir lowland_fir grand_fir giant_fir abies_grandis
0.00,0.00,lowlands_of_scotland lowlands
0.00,0.69,low-level
0.00,0.50,low-level low-altitude
0.00,0.00,low-level_formatting initialization initialisation
0.00,0.00,low-level_radioactive_waste
0.00,0.50,lowly humble baseborn base
0.00,0.00,low-lying
0.00,0.25,low-necked low-cut decollete
0.00,0.63,lowness lowliness low_status
0.13,0.63,lowness low-spiritedness downheartedness dispiritedness dejectedness
0.00,0.50,lowness
0.00,0.00,low-pass_filter
0.00,0.00,low-pitched low
0.00,0.00,low-pitched
0.00,0.00,low-powered
0.13,0.38,low-pressure
0.00,0.00,low-priced low-cost affordable
0.13,0.00,low-resolution
0.00,0.25,low-rise
0.00,0.00,lowry laurence_stephen_lowry l._s._lowry
0.00,0.50,lowset low-set
0.00,0.88,low-spirited low0 grim gloomy downhearted downcast down_in_the_mouth down dispirited depressed blue
0.00,0.00,low-sudsing
0.13,0.00,low-tech
0.00,0.00,low-toned low
0.38,0.13,low-voltage low-tension
0.00,0.00,low-warp-loom
0.13,0.00,low-water_mark
0.00,0.00,lox liquid_oxygen
0.00,0.00,lox
0.00,0.00,loxia genus_loxia
0.00,0.00,loxia_curvirostra crossbill
0.00,0.25,loxitane loxapine
